mot,cle,jours_actifs,total
belgrade,belgrade,11002,37524
secrétaires,secretaires,11002,20303
reculer,reculer,10998,17635
l'adaptation,l'adaptation,10996,18371
business,business,10993,31180
pension,pension,10992,29503
proclamé,proclame,10989,16346
l'espèce,l'espece,10987,18589
tv,tv,10987,33822
d'azur,d'azur,10985,20888
for,for,10985,32284
voyez,voyez,10983,17567
brillante,brillante,10982,15829
artistiques,artistiques,10981,19166
mobilité,mobilite,10981,27572
équipement,equipement,10981,17196
mortes,mortes,10978,20415
d'examiner,d'examiner,10975,15863
semblant,semblant,10974,17018
l'inspection,l'inspection,10972,23789
époux,epoux,10972,21832
sociologue,sociologue,10971,29805
engins,engins,10969,20395
financièrement,financierement,10968,18087
ondes,ondes,10967,21483
perception,perception,10963,20357
technologiques,technologiques,10963,25858
italiennes,italiennes,10960,18899
commandé,commande,10955,16934
équipés,equipes,10951,17647
d'épargne,d'epargne,10951,34934
tchécoslovaquie,tchecoslovaquie,10951,31153
couples,couples,10950,28831
rentré,rentre,10950,15788
vins,vins,10941,40256
exploiter,exploiter,10941,16276
modernité,modernite,10941,26353
vainqueurs,vainqueurs,10940,17253
l'atelier,l'atelier,10940,22512
staline,staline,10940,33451
jouait,jouait,10939,16928
maintenue,maintenue,10939,15819
creux,creux,10937,17606
calmer,calmer,10936,17754
anonymes,anonymes,10936,18989
optimisme,optimisme,10935,16286
faure,faure,10932,36095
distribuer,distribuer,10932,17253
terrestre,terrestre,10932,21869
interprètes,interpretes,10928,19209
sauvages,sauvages,10926,21251
divisée,divisee,10925,17021
aveugle,aveugle,10921,17501
maux,maux,10921,17414
repousser,repousser,10920,16486
prêtres,pretres,10920,30894
ministérielle,ministerielle,10918,18429
reprennent,reprennent,10918,15916
fautes,fautes,10918,18369
dérouler,derouler,10917,15533
délits,delits,10913,22012
protégés,proteges,10913,17640
allés,alles,10913,16331
démissionné,demissionne,10912,18146
boris,boris,10912,39976
contraires,contraires,10911,16354
fossé,fosse,10910,17474
glisse,glisse,10909,21429
déterminant,determinant,10909,16648
abrite,abrite,10902,18431
médiocre,mediocre,10902,16052
laissés,laisses,10899,16329
parité,parite,10899,25348
l'échéance,l'echeance,10897,17804
impliqués,impliques,10896,18679
individu,individu,10895,18427
partent,partent,10895,17597
luis,luis,10893,25576
gallimard,gallimard,10892,39644
établies,etablies,10892,15378
fleur,fleur,10890,20432
mérites,merites,10890,15652
envisagées,envisagees,10889,15804
champagne,champagne,10889,26603
ruines,ruines,10885,19426
d'accroître,d'accroitre,10884,16097
changent,changent,10884,17387
ajoutait,ajoutait,10878,15653
recueil,recueil,10875,24590
roses,roses,10874,19287
fragiles,fragiles,10873,19735
succèdent,succedent,10873,16025
salons,salons,10870,18327
excessif,excessif,10868,16223
commando,commando,10864,25259
bourgeoisie,bourgeoisie,10856,20367
attaquer,attaquer,10855,16779
quo,quo,10853,17874
applaudissements,applaudissements,10847,24822
d'accéder,d'acceder,10846,17745
l'insee,l'insee,10845,34330
hitler,hitler,10844,25041
commissaires,commissaires,10844,23349
envoyée,envoyee,10843,19473
lyrique,lyrique,10842,19880
radicalement,radicalement,10842,17004
prendrait,prendrait,10841,15134
abandonnée,abandonnee,10841,15637
torture,torture,10840,28470
rémunérations,remunerations,10836,23107
l'éventualité,l'eventualite,10835,15603
minoritaire,minoritaire,10833,18265
chars,chars,10833,24025
reconstituer,reconstituer,10832,16150
ford,ford,10829,33316
écologistes,ecologistes,10829,38036
l'évacuation,l'evacuation,10829,20573
économiquement,economiquement,10829,16172
directives,directives,10828,17894
vivait,vivait,10827,17083
tromper,tromper,10827,15993
habituel,habituel,10826,15624
qu'avant,qu'avant,10821,15759
atouts,atouts,10821,17680
mathématiques,mathematiques,10820,28920
chante,chante,10818,19463
boîtes,boites,10816,21774
courtes,courtes,10815,17357
militante,militante,10810,22352
oreilles,oreilles,10809,17324
satisfaisante,satisfaisante,10809,15955
issues,issues,10809,20624
cuir,cuir,10808,23790
animateurs,animateurs,10808,19486
abonnés,abonnes,10805,30695
l'idéologie,l'ideologie,10804,18603
monaco,monaco,10803,31372
pair,pair,10801,17548
sûrs,surs,10801,15906
envisagent,envisagent,10795,15697
assurait,assurait,10793,16619
visiteur,visiteur,10793,18912
détour,detour,10792,17813
l'épargne,l'epargne,10791,28408
dépendent,dependent,10790,15971
devenait,devenait,10789,15377
église,eglise,10789,20471
criminel,criminel,10783,18802
regain,regain,10782,17628
fragilité,fragilite,10776,18090
conduisent,conduisent,10776,15776
tirent,tirent,10774,16231
d'amende,d'amende,10768,23502
bac,bac,10767,48969
hussein,hussein,10767,46880
n'avais,n'avais,10766,20857
d'activités,d'activites,10764,18113
rencontrés,rencontres,10764,16317
l'anonymat,l'anonymat,10764,20890
d'élections,d'elections,10763,17455
appliquées,appliquees,10761,15856
diffuse,diffuse,10761,17901
sonore,sonore,10757,20153
saluer,saluer,10755,16457
partenariat,partenariat,10754,40341
compétitions,competitions,10754,21424
interpellé,interpelle,10753,21853
entente,entente,10752,16762
explosé,explose,10751,18911
saisis,saisis,10749,16832
sexuelle,sexuelle,10747,31356
législative,legislative,10745,18832
communiqués,communiques,10744,16012
latin,latin,10743,21625
déroulent,deroulent,10743,15151
rapproche,rapproche,10742,15970
émeutes,emeutes,10741,24014
reconstitution,reconstitution,10740,17369
commenter,commenter,10740,16628
prière,priere,10738,21280
hélicoptères,helicopteres,10734,21585
existants,existants,10734,16128
poing,poing,10732,17256
panne,panne,10729,20595
changes,changes,10727,25029
retarder,retarder,10725,15421
fumée,fumee,10724,19698
contribuent,contribuent,10722,16327
pétrolières,petrolieres,10721,22547
trône,trone,10721,19327
standard,standard,10718,22678
franchise,franchise,10716,17591
centenaire,centenaire,10715,19489
barrages,barrages,10714,21439
candidatures,candidatures,10714,21842
gardent,gardent,10712,15195
n'aime,n'aime,10712,17399
bill,bill,10712,40952
l'incendie,l'incendie,10711,25777
l'architecte,l'architecte,10711,24998
surfaces,surfaces,10707,21212
suffisent,suffisent,10706,15194
pressé,presse,10706,15925
lent,lent,10703,16015
combattant,combattant,10702,17838
satisfaits,satisfaits,10698,16310
progressiste,progressiste,10697,17971
l'irlande,l'irlande,10696,27120
natale,natale,10696,17301
reviendra,reviendra,10696,15630
recommandé,recommande,10695,16210
intérieurs,interieurs,10695,15756
transporter,transporter,10693,16062
bancs,bancs,10692,23507
veuve,veuve,10690,18692
lisbonne,lisbonne,10690,28898
médiation,mediation,10689,21952
déployés,deployes,10687,18336
séparés,separes,10687,15797
spirituel,spirituel,10684,17668
inédite,inedite,10683,25204
garanti,garanti,10681,17558
flot,flot,10680,15806
mario,mario,10680,28463
canton,canton,10678,29797
turcs,turcs,10678,29017
dangereuses,dangereuses,10677,16424
curieusement,curieusement,10674,16267
laissée,laissee,10669,15243
l'acteur,l'acteur,10668,27201
disposait,disposait,10663,15299
trouvant,trouvant,10662,14705
culpabilité,culpabilite,10661,19645
coordonner,coordonner,10657,15781
musiques,musiques,10656,28521
tchèque,tcheque,10656,30232
amendements,amendements,10654,26439
régulier,regulier,10654,15140
finissent,finissent,10653,17010
debré,debre,10653,40205
munitions,munitions,10652,20569
accusent,accusent,10650,16369
censé,cense,10650,22150
l'oreille,l'oreille,10649,16969
l'intéressé,l'interesse,10649,17985
tracts,tracts,10648,19041
intégration,integration,10648,17713
fournis,fournis,10647,15179
entraînant,entrainant,10645,16153
reims,reims,10643,25256
duo,duo,10639,27259
l'archipel,l'archipel,10639,26746
chimique,chimique,10638,22621
transformée,transformee,10638,15822
baptisée,baptisee,10638,18782
annoncent,annoncent,10635,15145
bus,bus,10633,34282
incontestable,incontestable,10630,14873
prévient,previent,10627,27870
cadavres,cadavres,10627,18919
s'intéresser,s'interesser,10624,15552
rattraper,rattraper,10621,15928
lorsqu'un,lorsqu'un,10618,15925
retards,retards,10618,18377
serons,serons,10617,16122
l'élargissement,l'elargissement,10617,23850
durablement,durablement,10615,18904
amende,amende,10615,22101
internet,internet,10615,151043
contribuables,contribuables,10611,24635
apportées,apportees,10611,14993
ordinaires,ordinaires,10610,16934
spéculation,speculation,10610,20127
polonaise,polonaise,10609,23458
l'émergence,l'emergence,10609,22884
sons,sons,10606,20471
obtenue,obtenue,10606,15061
privilégiés,privilegies,10606,16520
syrien,syrien,10604,40816
jugeant,jugeant,10600,18032
solidaire,solidaire,10600,22668
stars,stars,10595,26038
joli,joli,10592,16613
débattre,debattre,10591,17684
dominant,dominant,10587,16004
accompagnés,accompagnes,10587,15985
rurale,rurale,10584,18641
légalité,legalite,10583,17809
illustré,illustre,10582,16894
rentable,rentable,10581,17731
travaillait,travaillait,10577,17590
notables,notables,10576,16225
bank,bank,10574,32114
menés,menes,10574,16887
invitation,invitation,10571,16453
l'électorat,l'electorat,10569,25543
urbains,urbains,10568,18930
accompagne,accompagne,10566,17239
surprendre,surprendre,10563,15236
entreprendre,entreprendre,10563,15451
incontestablement,incontestablement,10563,14998
parution,parution,10559,18702
progressif,progressif,10558,16281
cercles,cercles,10557,16636
cession,cession,10553,23840
tony,tony,10552,40105
espérons,esperons,10552,15270
di,di,10551,25763
vaincre,vaincre,10550,15486
revenue,revenue,10542,15623
l'avènement,l'avenement,10542,15848
ajoutée,ajoutee,10539,19674
défavorable,defavorable,10538,15822
ultérieurement,ulterieurement,10536,14852
dirigeait,dirigeait,10535,14972
économiste,economiste,10535,24705
irlandais,irlandais,10535,28108
ambassadeurs,ambassadeurs,10533,18151
commettre,commettre,10532,16376
description,description,10531,17346
télévisé,televise,10531,19373
d'alerte,d'alerte,10530,23542
concrètement,concretement,10528,17718
foire,foire,10528,25878
clermont,clermont,10522,23982
sterling,sterling,10522,24341
tombent,tombent,10521,15808
prévenus,prevenus,10520,22765
comédien,comedien,10520,22025
carlo,carlo,10519,23671
comparé,compare,10515,16397
indemnités,indemnites,10511,19968
seconds,seconds,10510,15474
simone,simone,10510,25111
d'opérations,d'operations,10507,15967
confondre,confondre,10507,15227
soigner,soigner,10507,18427
télévisions,televisions,10506,32468
promenade,promenade,10505,18196
intégralement,integralement,10503,14951
cachent,cachent,10502,15238
tendresse,tendresse,10501,17187
incendie,incendie,10501,21485
cherchait,cherchait,10500,15391
souffrances,souffrances,10499,17032
viens,viens,10497,16529
potentiels,potentiels,10496,20252
estimée,estimee,10496,16536
plaint,plaint,10493,15145
inculpés,inculpes,10490,21319
osé,ose,10488,15863
généralisée,generalisee,10487,17072
élire,elire,10485,16830
intérim,interim,10483,18038
formée,formee,10483,14908
parcouru,parcouru,10480,14982
qu'entre,qu'entre,10477,14622
maillot,maillot,10476,28768
existantes,existantes,10476,15924
carburant,carburant,10474,23135
étroit,etroit,10473,14708
l'hostilité,l'hostilite,10471,14988
serre,serre,10471,29361
défis,defis,10471,25302
redresser,redresser,10470,16091
couteau,couteau,10470,20995
d'échanges,d'echanges,10470,16115
déchets,dechets,10469,38395
d'audience,d'audience,10469,24828
croître,croitre,10468,16729
idéologiques,ideologiques,10467,16158
british,british,10466,23522
sympathisants,sympathisants,10465,21175
rendues,rendues,10465,14752
d'acier,d'acier,10465,19280
turque,turque,10462,29326
détourner,detourner,10461,15149
ressemblent,ressemblent,10459,15912
vus,vus,10459,15773
sincère,sincere,10458,14901
calculé,calcule,10455,15704
statue,statue,10453,20196
d'expérience,d'experience,10451,16242
l'octroi,l'octroi,10451,15625
conversion,conversion,10451,20038
parisiennes,parisiennes,10450,16363
imaginaire,imaginaire,10446,18666
indiquait,indiquait,10444,15772
reflet,reflet,10443,15791
d'existence,d'existence,10441,15343
s'appuyer,s'appuyer,10439,16343
échéant,echeant,10437,14920
prélèvements,prelevements,10437,24407
arrivant,arrivant,10436,15681
patrice,patrice,10434,28940
poussent,poussent,10432,15838
d'exception,d'exception,10432,18545
l'élimination,l'elimination,10432,16547
chapitres,chapitres,10430,17475
signatures,signatures,10427,19345
concret,concret,10427,15819
studios,studios,10424,23750
s'ajouter,s'ajouter,10421,14619
renouer,renouer,10421,16866
adapter,adapter,10419,15947
gratuite,gratuite,10419,18114
madame,madame,10419,21400
frein,frein,10419,16723
press,press,10419,17876
déroulé,deroule,10417,15107
resterait,resterait,10417,14561
galeries,galeries,10416,24031
habile,habile,10415,14605
analystes,analystes,10415,31403
ventre,ventre,10415,17521
conservatoire,conservatoire,10413,20954
commercialisation,commercialisation,10412,18181
psychologiques,psychologiques,10411,16113
dessein,dessein,10411,15043
éclat,eclat,10411,14579
donna,donna,10411,15584
symboles,symboles,10410,17708
strauss,strauss,10409,37339
refusait,refusait,10407,14761
exercices,exercices,10407,18215
revalorisation,revalorisation,10404,20123
indice,indice,10402,18611
semblaient,semblaient,10399,14788
colombie,colombie,10399,27449
raisonnement,raisonnement,10398,16315
contributions,contributions,10398,18549
rassemblé,rassemble,10397,16507
bourbon,bourbon,10396,19437
fusil,fusil,10395,17802
datant,datant,10395,17601
dépendra,dependra,10395,14939
sébastien,sebastien,10393,33961
n'entend,n'entend,10392,15121
prévaloir,prevaloir,10392,14894
l'informatique,l'informatique,10389,27746
accusée,accusee,10384,17954
aimerait,aimerait,10384,16041
hâte,hate,10383,14595
statu,statu,10381,16889
supériorité,superiorite,10379,15884
détournement,detournement,10377,20690
boire,boire,10373,18800
rentre,rentre,10373,16208
irlande,irlande,10369,21396
frappant,frappant,10369,14585
adopte,adopte,10367,16285
news,news,10366,26771
renversement,renversement,10366,15614
d'appeler,d'appeler,10363,14937
d'effectuer,d'effectuer,10362,14583
bébé,bebe,10362,22870
ressenti,ressenti,10359,15731
racheter,racheter,10359,19622
voyons,voyons,10359,15018
ère,ere,10358,17562
visité,visite,10357,15047
résolutions,resolutions,10357,19997
sommets,sommets,10356,17556
apportée,apportee,10355,14157
condamnations,condamnations,10354,17750
l'audiovisuel,l'audiovisuel,10353,32050
retire,retire,10352,15244
planification,planification,10351,21227
blessure,blessure,10351,19644
timide,timide,10350,15433
hélène,helene,10350,24445
n'exclut,n'exclut,10348,14818
réjouit,rejouit,10348,18995
tva,tva,10344,32664
peint,peint,10344,18291
optimistes,optimistes,10344,15451
virage,virage,10343,18238
examens,examens,10343,21644
interdisant,interdisant,10341,15857
remises,remises,10339,15370
retenues,retenues,10339,15566
remous,remous,10339,14922
sinistre,sinistre,10338,16332
précaire,precaire,10338,15759
allures,allures,10338,16609
évite,evite,10335,15438
smith,smith,10335,25643
suez,suez,10335,39056
romantique,romantique,10332,17154
animée,animee,10330,15205
sacs,sacs,10330,21235
comptable,comptable,10329,19335
circulent,circulent,10327,15383
var,var,10326,24061
rpr,rpr,10325,185048
ménager,menager,10322,14755
conservation,conservation,10321,19497
adulte,adulte,10321,19284
l'écoute,l'ecoute,10318,17271
grandi,grandi,10317,21590
maturité,maturite,10316,16047
dijon,dijon,10314,23614
préoccupe,preoccupe,10313,14257
meurtrier,meurtrier,10312,18197
aiment,aiment,10310,15915
singulier,singulier,10309,16524
devint,devint,10307,15662
localité,localite,10306,15843
explicitement,explicitement,10306,15700
recruter,recruter,10304,19482
l'affiche,l'affiche,10303,19220
versions,versions,10302,18973
coutume,coutume,10302,14980
énergies,energies,10300,28878
savants,savants,10298,18607
suivies,suivies,10298,14657
analogue,analogue,10298,15405
annoncés,annonces,10297,16306
trio,trio,10297,22226
l'argentine,l'argentine,10296,26746
menaçant,menacant,10294,15187
fmi,fmi,10293,50130
avancés,avances,10290,15520
humeur,humeur,10288,14765
communautaires,communautaires,10288,19815
